trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,shape_dist_traveled
792485847761,09:20:00,09:20:00,30215,7,"Loop",0,40317
802485847761,09:20:00,09:20:00,30215,7,"Loop",0,40317
792485847762,09:47:00,09:47:00,30216,18,"Midway",0,79784
802485847762,09:47:00,09:47:00,30216,18,"Midway",0,79784
792485847771,08:14:30,08:14:30,30215,7,"Loop",0,40317
802485847771,08:14:30,08:14:30,30215,7,"Loop",0,40317
802485847772,08:42:00,08:42:00,30216,18,"Midway",0,79784
792485847772,08:42:00,08:42:00,30216,18,"Midway",0,79784
792485847781,07:04:30,07:04:30,30215,7,"Loop",0,40317
802485847781,07:04:30,07:04:30,30215,7,"Loop",0,40317
802485847782,07:32:00,07:32:00,30216,18,"Midway",0,79784
792485847782,07:32:00,07:32:00,30216,18,"Midway",0,79784
802485847631,04:31:00,04:31:00,30215,7,"Loop",0,40317
792485847631,04:31:00,04:31:00,30215,7,"Loop",0,40317
802485847632,04:57:00,04:57:00,30216,18,"Midway",0,79784
792485847632,04:57:00,04:57:00,30216,18,"Midway",0,79784
792485847641,05:31:00,05:31:00,30215,7,"Loop",0,40317
802485847641,05:31:00,05:31:00,30215,7,"Loop",0,40317
802485847642,05:57:00,05:57:00,30216,18,"Midway",0,79784
792485847642,05:57:00,05:57:00,30216,18,"Midway",0,79784
802485847651,06:44:00,06:44:00,30215,7,"Loop",0,40317
792485847651,06:44:00,06:44:00,30215,7,"Loop",0,40317
792485847652,07:10:00,07:10:00,30216,18,"Midway",0,79784
802485847652,07:10:00,07:10:00,30216,18,"Midway",0,79784
792485847661,08:04:30,08:04:30,30215,7,"Loop",0,40317
802485847661,08:04:30,08:04:30,30215,7,"Loop",0,40317
802485847662,08:32:00,08:32:00,30216,18,"Midway",0,79784
792485847662,08:32:00,08:32:00,30216,18,"Midway",0,79784
792485847671,11:32:00,11:32:00,30215,7,"Loop",0,40317
802485847671,11:32:00,11:32:00,30215,7,"Loop",0,40317
802485847672,11:59:00,11:59:00,30216,18,"Midway",0,79784
792485847672,11:59:00,11:59:00,30216,18,"Midway",0,79784
792485847681,17:14:00,17:14:00,30215,7,"Loop",0,40317
802485847681,17:14:00,17:14:00,30215,7,"Loop",0,40317
792485847682,17:42:00,17:42:00,30216,18,"Midway",0,79784
802485847682,17:42:00,17:42:00,30216,18,"Midway",0,79784
792485847691,18:30:00,18:30:00,30215,7,"Loop",0,40317
802485847691,18:30:00,18:30:00,30215,7,"Loop",0,40317
802485847692,18:56:00,18:56:00,30216,18,"Midway",0,79784
792485847692,18:56:00,18:56:00,30216,18,"Midway",0,79784
792485847701,19:42:00,19:42:00,30215,7,"Loop",0,40317
802485847701,19:42:00,19:42:00,30215,7,"Loop",0,40317
802485847702,20:08:00,20:08:00,30216,18,"Midway",0,79784
792485847702,20:08:00,20:08:00,30216,18,"Midway",0,79784
802485847711,00:21:00,00:21:00,30215,7,"Loop",0,40317
792485847711,00:21:00,00:21:00,30215,7,"Loop",0,40317
802485847712,00:47:00,00:47:00,30216,18,"Midway",0,79784
792485847712,00:47:00,00:47:00,30216,18,"Midway",0,79784
792485847721,20:54:00,20:54:00,30215,7,"Loop",0,40317
802485847721,20:54:00,20:54:00,30215,7,"Loop",0,40317
802485847722,21:20:00,21:20:00,30216,18,"Midway",0,79784
792485847722,21:20:00,21:20:00,30216,18,"Midway",0,79784
802485847731,22:06:00,22:06:00,30215,7,"Loop",0,40317
792485847731,22:06:00,22:06:00,30215,7,"Loop",0,40317
792485847732,22:32:00,22:32:00,30216,18,"Midway",0,79784
802485847732,22:32:00,22:32:00,30216,18,"Midway",0,79784
792485847741,05:44:00,05:44:00,30215,7,"Loop",0,40317
802485847741,05:44:00,05:44:00,30215,7,"Loop",0,40317
802485847742,06:10:00,06:10:00,30216,18,"Midway",0,79784
792485847742,06:10:00,06:10:00,30216,18,"Midway",0,79784
792485847751,06:54:00,06:54:00,30215,7,"Loop",0,40317
802485847751,06:54:00,06:54:00,30215,7,"Loop",0,40317
802485847752,07:21:00,07:21:00,30216,18,"Midway",0,79784
792485847752,07:21:00,07:21:00,30216,18,"Midway",0,79784
802485847791,10:32:00,10:32:00,30215,7,"Loop",0,40317
792485847791,10:32:00,10:32:00,30215,7,"Loop",0,40317
802485847792,10:59:00,10:59:00,30216,18,"Midway",0,79784
792485847792,10:59:00,10:59:00,30216,18,"Midway",0,79784
792485847801,12:56:00,12:56:00,30215,7,"Loop",0,40317
802485847801,12:56:00,12:56:00,30215,7,"Loop",0,40317
802485847802,13:23:00,13:23:00,30216,18,"Midway",0,79784
792485847802,13:23:00,13:23:00,30216,18,"Midway",0,79784
802485847811,16:14:00,16:14:00,30215,7,"Loop",0,40317
792485847811,16:14:00,16:14:00,30215,7,"Loop",0,40317
792485847812,16:42:00,16:42:00,30216,18,"Midway",0,79784
802485847812,16:42:00,16:42:00,30216,18,"Midway",0,79784
802485847821,15:14:00,15:14:00,30215,7,"Loop",0,40317
792485847821,15:14:00,15:14:00,30215,7,"Loop",0,40317
792485847822,15:42:00,15:42:00,30216,18,"Midway",0,79784
802485847822,15:42:00,15:42:00,30216,18,"Midway",0,79784
792485847831,15:04:00,15:04:00,30215,7,"Loop",0,40317
802485847831,15:04:00,15:04:00,30215,7,"Loop",0,40317
802485847832,15:32:00,15:32:00,30216,18,"Midway",0,79784
792485847832,15:32:00,15:32:00,30216,18,"Midway",0,79784
792485847841,04:46:00,04:46:00,30215,7,"Loop",0,40317
802485847841,04:46:00,04:46:00,30215,7,"Loop",0,40317
792485847842,05:12:00,05:12:00,30216,18,"Midway",0,79784
802485847842,05:12:00,05:12:00,30216,18,"Midway",0,79784
792485847851,05:56:00,05:56:00,30215,7,"Loop",0,40317
802485847851,05:56:00,05:56:00,30215,7,"Loop",0,40317
802485847852,06:22:00,06:22:00,30216,18,"Midway",0,79784
792485847852,06:22:00,06:22:00,30216,18,"Midway",0,79784
792485847861,11:56:00,11:56:00,30215,7,"Loop",0,40317
802485847861,11:56:00,11:56:00,30215,7,"Loop",0,40317
802485847862,12:23:00,12:23:00,30216,18,"Midway",0,79784
792485847862,12:23:00,12:23:00,30216,18,"Midway",0,79784
802485847871,14:08:00,14:08:00,30215,7,"Loop",0,40317
792485847871,14:08:00,14:08:00,30215,7,"Loop",0,40317
802485847872,14:35:00,14:35:00,30216,18,"Midway",0,79784
792485847872,14:35:00,14:35:00,30216,18,"Midway",0,79784
792485847881,17:24:00,17:24:00,30215,7,"Loop",0,40317
802485847881,17:24:00,17:24:00,30215,7,"Loop",0,40317
802485847882,17:52:00,17:52:00,30216,18,"Midway",0,79784
792485847882,17:52:00,17:52:00,30216,18,"Midway",0,79784
802485847891,18:42:00,18:42:00,30215,7,"Loop",0,40317
792485847891,18:42:00,18:42:00,30215,7,"Loop",0,40317
792485847892,19:08:00,19:08:00,30216,18,"Midway",0,79784
802485847892,19:08:00,19:08:00,30216,18,"Midway",0,79784
792485847901,23:21:00,23:21:00,30215,7,"Loop",0,40317
802485847901,23:21:00,23:21:00,30215,7,"Loop",0,40317
802485847902,23:47:00,23:47:00,30216,18,"Midway",0,79784
792485847902,23:47:00,23:47:00,30216,18,"Midway",0,79784
792485847911,19:54:00,19:54:00,30215,7,"Loop",0,40317
802485847911,19:54:00,19:54:00,30215,7,"Loop",0,40317
802485847912,20:20:00,20:20:00,30216,18,"Midway",0,79784
792485847912,20:20:00,20:20:00,30216,18,"Midway",0,79784
792485847921,00:51:00,00:51:00,30215,7,"Loop",0,40317
802485847921,00:51:00,00:51:00,30215,7,"Loop",0,40317
792485847922,01:17:00,01:17:00,30216,18,"Midway",0,79784
802485847922,01:17:00,01:17:00,30216,18,"Midway",0,79784
792485847931,06:08:00,06:08:00,30215,7,"Loop",0,40317
802485847931,06:08:00,06:08:00,30215,7,"Loop",0,40317
802485847932,06:34:00,06:34:00,30216,18,"Midway",0,79784
792485847932,06:34:00,06:34:00,30216,18,"Midway",0,79784
792485847941,07:24:30,07:24:30,30215,7,"Loop",0,40317
802485847941,07:24:30,07:24:30,30215,7,"Loop",0,40317
802485847942,07:52:00,07:52:00,30216,18,"Midway",0,79784
792485847942,07:52:00,07:52:00,30216,18,"Midway",0,79784
802485847951,07:14:30,07:14:30,30215,7,"Loop",0,40317
792485847951,07:14:30,07:14:30,30215,7,"Loop",0,40317
802485847952,07:42:00,07:42:00,30216,18,"Midway",0,79784
792485847952,07:42:00,07:42:00,30216,18,"Midway",0,79784
792485847961,08:24:30,08:24:30,30215,7,"Loop",0,40317
802485847961,08:24:30,08:24:30,30215,7,"Loop",0,40317
802485847962,08:52:00,08:52:00,30216,18,"Midway",0,79784
792485847962,08:52:00,08:52:00,30216,18,"Midway",0,79784
802485847971,05:01:00,05:01:00,30215,7,"Loop",0,40317
792485847971,05:01:00,05:01:00,30215,7,"Loop",0,40317
792485847972,05:27:00,05:27:00,30216,18,"Midway",0,79784
802485847972,05:27:00,05:27:00,30216,18,"Midway",0,79784
792485847981,08:34:30,08:34:30,30215,7,"Loop",0,40317
802485847981,08:34:30,08:34:30,30215,7,"Loop",0,40317
802485847982,09:02:00,09:02:00,30216,18,"Midway",0,79784
792485847982,09:02:00,09:02:00,30216,18,"Midway",0,79784
792485847991,09:44:00,09:44:00,30215,7,"Loop",0,40317
802485847991,09:44:00,09:44:00,30215,7,"Loop",0,40317
802485847992,10:11:00,10:11:00,30216,18,"Midway",0,79784
792485847992,10:11:00,10:11:00,30216,18,"Midway",0,79784
802485848001,10:56:00,10:56:00,30215,7,"Loop",0,40317
792485848001,10:56:00,10:56:00,30215,7,"Loop",0,40317
802485848002,11:23:00,11:23:00,30216,18,"Midway",0,79784
792485848002,11:23:00,11:23:00,30216,18,"Midway",0,79784
792485848011,13:08:00,13:08:00,30215,7,"Loop",0,40317
802485848011,13:08:00,13:08:00,30215,7,"Loop",0,40317
802485848012,13:35:00,13:35:00,30216,18,"Midway",0,79784
792485848012,13:35:00,13:35:00,30216,18,"Midway",0,79784
792485848021,15:24:00,15:24:00,30215,7,"Loop",0,40317
802485848021,15:24:00,15:24:00,30215,7,"Loop",0,40317
802485848022,15:52:00,15:52:00,30216,18,"Midway",0,79784
792485848022,15:52:00,15:52:00,30216,18,"Midway",0,79784
792485848031,18:54:00,18:54:00,30215,7,"Loop",0,40317
802485848031,18:54:00,18:54:00,30215,7,"Loop",0,40317
792485848032,19:20:00,19:20:00,30216,18,"Midway",0,79784
802485848032,19:20:00,19:20:00,30216,18,"Midway",0,79784
792485848041,14:20:00,14:20:00,30215,7,"Loop",0,40317
802485848041,14:20:00,14:20:00,30215,7,"Loop",0,40317
802485848042,14:47:00,14:47:00,30216,18,"Midway",0,79784
792485848042,14:47:00,14:47:00,30216,18,"Midway",0,79784
802485848172,20:32:00,20:32:00,30216,18,"Midway",0,79784
792485848172,20:32:00,20:32:00,30216,18,"Midway",0,79784
792485848181,12:20:00,12:20:00,30215,7,"Loop",0,40317
802485848181,12:20:00,12:20:00,30215,7,"Loop",0,40317
802485848182,12:47:00,12:47:00,30216,18,"Midway",0,79784
