208101,1,1,1,1,1,0,0,20231113,20240131
208101,1,1,1,1,1,0,0,20231113,20240131
208101,1,1,1,1,1,0,0,20231113,20240131
208101,1,1,1,1,1,0,0,20231113,20240131
208101,1,1,1,1,1,0,0,20231113,20240131
208101,1,1,1,1,1,0,0,20231113,20240131
208101,1,1,1,1,1,0,0,20231113,20240131
208101,1,1,1,1,1,0,0,20231113,20240131
208101,1,1,1,1,1,0,0,20231113,20240131
208101,1,1,1,1,1,0,0,20231113,20240131
208101,1,1,1,1,1,0,0,20231113,20240131
208101,1,1,1,1,1,0,0,20231113,20240131
208101,1,1,1,1,1,0,0,20231113,20240131
208101,1,1,1,1,1,0,0,20231113,20240131
208101,1,1,1,1,1,0,0,20231113,20240131
208101,1,1,1,1,1,0,0,20231113,20240131
208101,1,1,1,1,1,0,0,20231113,20240131
208101,1,1,1,1,1,0,0,20231113,20240131
208101,1,1,1,1,1,0,0,20231113,20240131
208101,1,1,1,1,1,0,0,20231113,20240131
208101,1,1,1,1,1,0,0,20231113,20240131
